Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Profit
1286,Mailed Check,Yes,Yes,0,1900000,12000,33,Two years,Yes,December,0
1287,Mailed Check,No,Yes,0,1500000,13000,1,Month-to-month,No,December,0
1288,Mailed Check,No,Yes,0,700000,4000,5,Month-to-month,No,December,0
1289,Mailed Check,No,Yes,0,1400000,8000,1,Month-to-month,No,December,0
1290,Bank Transfer,No,Yes,0,700000,1000,2,Month-to-month,No,December,0
1291,Electronic Check,No,Yes,0,1100000,10000,18,Month-to-month,No,December,0
1292,Electronic Check,No,Yes,0,1500000,11000,1,Month-to-month,No,December,0
1293,Credit Card,Yes,Yes,0,1600000,12000,70,One year,No,December,0
1294,Credit Card,No,Yes,0,1000000,5000,28,Month-to-month,No,December,0
1295,Mailed Check,No,Yes,0,1800000,5000,1,Month-to-month,No,December,0
1296,Mailed Check,No,Yes,0,1400000,2000,1,Month-to-month,No,December,0
1297,Electronic Check,No,Yes,0,900000,10000,15,Month-to-month,No,December,0
1298,Electronic Check,No,Yes,0,1500000,5000,13,Month-to-month,No,December,0
1299,Electronic Check,No,Yes,0,1100000,2000,22,Month-to-month,No,December,0
1300,Electronic Check,No,Yes,0,1800000,8000,7,Month-to-month,No,December,0
1301,Electronic Check,No,Yes,0,1800000,7000,1,Month-to-month,No,December,0
1302,Mailed Check,No,Yes,0,800000,13000,2,Month-to-month,No,December,0
1303,Mailed Check,No,Yes,0,1000000,7000,1,Month-to-month,No,December,0
1304,Electronic Check,No,Yes,0,1200000,6000,3,Month-to-month,No,December,0
1305,Bank Transfer,No,Yes,0,1900000,11000,49,Month-to-month,No,December,0
1306,Electronic Check,No,Yes,0,1500000,1000,1,Month-to-month,No,December,0
1307,Bank Transfer,No,Yes,0,1700000,10000,38,Month-to-month,No,December,0
1308,Credit Card,No,Yes,0,1500000,3000,6,Month-to-month,No,December,0
1309,Electronic Check,No,Yes,0,1600000,10000,10,Month-to-month,No,December,0
1310,Electronic Check,No,Yes,0,1700000,8000,13,Month-to-month,No,December,0
1311,Bank Transfer,No,Yes,0,900000,14000,44,Month-to-month,No,December,0
1312,Electronic Check,No,Yes,0,800000,7000,46,Month-to-month,No,December,0
1313,Electronic Check,No,Yes,0,700000,2000,40,Month-to-month,No,December,0
1314,Electronic Check,No,Yes,0,1100000,7000,15,Month-to-month,No,December,0
1315,Electronic Check,No,Yes,0,1700000,5000,1,Month-to-month,No,December,0
1316,Mailed Check,No,Yes,0,800000,12000,1,Month-to-month,No,December,0
1317,Credit Card,No,Yes,0,1900000,10000,49,Month-to-month,No,December,0
1318,Bank Transfer,Yes,Yes,0,700000,6000,49,Two years,Yes,December,0
1319,Electronic Check,No,Yes,0,1000000,13000,23,Month-to-month,No,December,0
1320,Electronic Check,No,Yes,0,1200000,6000,47,Month-to-month,No,December,0
1321,Electronic Check,No,Yes,0,1900000,1000,7,Month-to-month,No,December,0
1322,Bank Transfer,No,Yes,0,700000,2000,43,Month-to-month,No,December,0
1323,Credit Card,No,Yes,0,1800000,10000,24,Month-to-month,No,December,0
1324,Electronic Check,No,Yes,0,1900000,1000,69,Month-to-month,No,December,0
1325,Electronic Check,No,Yes,0,1700000,1000,3,Month-to-month,No,December,0
1326,Bank Transfer,No,Yes,0,1300000,10000,4,Month-to-month,No,December,0
1327,Electronic Check,No,Yes,0,800000,14000,1,Month-to-month,No,December,0
1328,Electronic Check,No,Yes,0,1800000,9000,14,Month-to-month,No,December,0
1329,Electronic Check,No,Yes,0,1800000,12000,54,Month-to-month,No,December,0
1330,Mailed Check,No,Yes,0,1800000,2000,9,Month-to-month,No,December,0
1331,Electronic Check,No,Yes,0,1600000,6000,35,Month-to-month,No,December,0
1332,Electronic Check,No,Yes,0,1900000,3000,2,Month-to-month,No,December,0
1333,Bank Transfer,No,Yes,0,1100000,6000,43,Month-to-month,No,December,0
1334,Credit Card,Yes,Yes,0,1100000,14000,68,One year,No,December,0
1335,Electronic Check,No,Yes,0,1600000,14000,33,Month-to-month,No,December,0
1336,Electronic Check,No,Yes,0,1000000,12000,32,Month-to-month,No,December,0
1337,Electronic Check,No,Yes,0,800000,1000,32,Month-to-month,No,December,0
1338,Mailed Check,No,Yes,0,700000,12000,5,Month-to-month,No,December,0
1339,Mailed Check,No,Yes,0,1200000,9000,1,Month-to-month,No,December,0
1340,Electronic Check,Yes,Yes,0,1200000,8000,61,Two years,Yes,December,0
1341,Mailed Check,No,Yes,0,1500000,8000,1,Month-to-month,No,December,0
1342,Credit Card,No,Yes,0,1000000,10000,24,Month-to-month,No,December,0
1343,Electronic Check,No,Yes,0,1200000,13000,18,Month-to-month,No,December,0
1344,Electronic Check,No,Yes,0,1100000,2000,10,Month-to-month,No,December,0
1345,Mailed Check,No,Yes,0,1800000,1000,3,Month-to-month,No,December,0
1346,Bank Transfer,No,Yes,0,1500000,3000,3,Month-to-month,No,December,0
1347,Mailed Check,No,Yes,0,1400000,1000,1,Month-to-month,No,December,0
1348,Electronic Check,No,Yes,0,1400000,7000,24,Month-to-month,No,December,0
1349,Mailed Check,Yes,Yes,0,700000,14000,13,One year,No,December,0
1350,Credit Card,No,Yes,0,1100000,3000,27,Month-to-month,No,December,0
1351,Electronic Check,Yes,Yes,0,1300000,3000,33,One year,No,December,0
1352,Electronic Check,No,Yes,0,1700000,13000,10,Month-to-month,No,December,0
1353,Bank Transfer,No,Yes,0,1900000,8000,1,Month-to-month,No,December,0
1354,Electronic Check,No,Yes,0,1900000,5000,1,Month-to-month,No,December,0
1355,Electronic Check,No,Yes,0,1000000,10000,13,Month-to-month,No,December,0
1356,Bank Transfer,Yes,Yes,0,1200000,12000,52,One year,No,December,0
1357,Electronic Check,No,Yes,0,1300000,12000,1,Month-to-month,No,December,0
1358,Electronic Check,No,Yes,0,1700000,14000,1,Month-to-month,No,December,0
1359,Electronic Check,No,Yes,0,1400000,1000,55,Month-to-month,No,December,0
1360,Bank Transfer,No,Yes,0,1700000,5000,37,Month-to-month,No,December,0
1361,Bank Transfer,Yes,Yes,0,1500000,2000,58,One year,No,January,0
1362,Electronic Check,No,Yes,0,800000,6000,5,Month-to-month,No,January,0
1363,Electronic Check,No,Yes,0,1200000,4000,2,Month-to-month,No,January,0
1364,Electronic Check,No,Yes,0,1300000,10000,11,Month-to-month,No,January,0
1365,Credit Card,No,Yes,0,1200000,4000,30,Month-to-month,No,January,0
1366,Mailed Check,No,Yes,0,1500000,6000,1,Month-to-month,No,January,0
1367,Electronic Check,No,Yes,0,1600000,10000,17,Month-to-month,No,January,0
1368,Mailed Check,No,Yes,0,900000,7000,1,Month-to-month,No,January,0
1369,Electronic Check,No,Yes,0,1900000,4000,29,Month-to-month,No,January,0
1370,Electronic Check,No,Yes,0,1600000,5000,15,Month-to-month,No,January,0
1371,Electronic Check,Yes,Yes,0,900000,14000,41,One year,No,January,0
1372,Electronic Check,No,Yes,0,1300000,13000,35,Month-to-month,No,January,0
1373,Bank Transfer,Yes,Yes,0,1200000,4000,35,One year,No,January,0
1374,Electronic Check,No,Yes,0,800000,4000,1,Month-to-month,No,January,0
1375,Mailed Check,No,Yes,0,1600000,9000,5,Month-to-month,No,January,0
1376,Credit Card,No,Yes,0,1800000,1000,4,Month-to-month,No,January,0
1377,Credit Card,No,Yes,0,1800000,13000,45,Month-to-month,No,January,0
1378,Electronic Check,Yes,Yes,0,2000000,8000,46,One year,No,January,0
1379,Electronic Check,No,Yes,0,1000000,7000,19,Month-to-month,No,January,0
1380,Electronic Check,No,Yes,0,1800000,14000,16,Month-to-month,No,January,0
1381,Electronic Check,Yes,Yes,0,1600000,11000,71,Two years,Yes,January,0
1382,Mailed Check,Yes,Yes,0,1600000,4000,48,Two years,Yes,January,0
1383,Electronic Check,No,Yes,0,900000,5000,3,Month-to-month,No,January,0
1384,Electronic Check,No,Yes,0,700000,3000,58,Month-to-month,No,January,0
1385,Electronic Check,No,Yes,0,1500000,5000,4,Month-to-month,No,January,0
1386,Electronic Check,No,Yes,0,700000,10000,19,Month-to-month,No,January,0
1387,Electronic Check,No,Yes,0,1800000,11000,16,Month-to-month,No,January,0
1388,Bank Transfer,No,Yes,0,700000,2000,13,Month-to-month,No,January,0
1389,Bank Transfer,No,Yes,0,1700000,5000,21,Month-to-month,No,January,0
1390,Electronic Check,Yes,Yes,0,900000,11000,64,Two years,Yes,January,0
1391,Bank Transfer,No,Yes,0,1600000,8000,26,Month-to-month,No,January,0
1392,Electronic Check,No,Yes,0,1300000,12000,8,Month-to-month,No,January,0
1393,Electronic Check,No,Yes,0,1500000,9000,1,Month-to-month,No,January,0
1394,Electronic Check,No,Yes,0,1100000,9000,22,Month-to-month,No,January,0
1395,Electronic Check,Yes,Yes,0,800000,11000,39,Two years,Yes,January,0
1396,Electronic Check,No,Yes,0,900000,9000,1,Month-to-month,No,January,0
1397,Credit Card,No,Yes,0,1100000,10000,1,Month-to-month,No,January,0
1398,Credit Card,No,Yes,0,700000,8000,49,Month-to-month,No,January,0
1399,Bank Transfer,No,Yes,0,800000,7000,10,Month-to-month,No,January,0
1400,Mailed Check,No,Yes,0,1200000,7000,4,Month-to-month,No,January,0
1401,Credit Card,Yes,Yes,0,1800000,8000,46,Two years,Yes,January,0
1402,Bank Transfer,No,Yes,0,1500000,11000,22,Month-to-month,No,January,0
1403,Electronic Check,No,Yes,0,1300000,14000,40,Month-to-month,No,January,0
1404,Electronic Check,No,Yes,0,1400000,7000,1,Month-to-month,No,January,0
1405,Credit Card,Yes,Yes,0,1400000,12000,66,One year,No,January,0
1406,Credit Card,No,Yes,0,1600000,7000,16,Month-to-month,No,January,0
1407,Electronic Check,No,Yes,0,1600000,13000,24,Month-to-month,No,January,0
1408,Mailed Check,Yes,Yes,0,1000000,10000,5,One year,No,January,0
1409,Mailed Check,No,Yes,0,900000,3000,1,Month-to-month,No,January,0
1410,Bank Transfer,No,Yes,0,1800000,7000,47,Month-to-month,No,January,0
1411,Electronic Check,No,Yes,0,1100000,8000,8,Month-to-month,No,January,0
1412,Bank Transfer,Yes,Yes,0,1000000,14000,54,Two years,Yes,January,0
1413,Electronic Check,No,Yes,0,1000000,9000,29,Month-to-month,No,January,0
1414,Bank Transfer,No,Yes,0,1000000,10000,41,Month-to-month,No,January,0
1415,Bank Transfer,No,Yes,0,800000,13000,1,Month-to-month,No,January,0
1416,Credit Card,No,Yes,0,1000000,5000,9,Month-to-month,No,January,0
1417,Credit Card,No,Yes,0,1000000,10000,40,Month-to-month,No,January,0
1418,Bank Transfer,Yes,Yes,0,700000,11000,57,Two years,Yes,January,0
1419,Electronic Check,No,Yes,0,1500000,3000,7,Month-to-month,No,January,0
1420,Electronic Check,No,Yes,0,1500000,2000,1,Month-to-month,No,January,0
1421,Electronic Check,No,Yes,0,800000,13000,36,Month-to-month,No,January,0
1422,Electronic Check,No,Yes,0,1100000,2000,3,Month-to-month,No,January,0
1423,Electronic Check,No,Yes,0,1500000,3000,7,Month-to-month,No,January,0
1424,Mailed Check,No,Yes,0,1000000,7000,1,Month-to-month,No,January,0
1425,Mailed Check,No,Yes,0,1100000,2000,2,Month-to-month,No,January,0
1426,Electronic Check,Yes,Yes,0,800000,7000,35,One year,No,January,0
1427,Electronic Check,No,Yes,0,1800000,2000,1,Month-to-month,No,January,0
1428,Electronic Check,No,Yes,0,800000,2000,1,Month-to-month,No,January,0
1429,Electronic Check,Yes,Yes,0,1000000,5000,72,Two years,Yes,January,0
1430,Electronic Check,No,Yes,0,1900000,3000,1,Month-to-month,No,January,0
1431,Mailed Check,No,Yes,0,1100000,3000,1,Month-to-month,No,January,0
1432,Mailed Check,No,Yes,0,1600000,9000,4,Month-to-month,No,January,0
1433,Electronic Check,Yes,Yes,0,1700000,2000,33,One year,No,January,0
1434,Electronic Check,No,Yes,0,1400000,8000,1,Month-to-month,No,January,0
1435,Mailed Check,No,Yes,0,800000,7000,1,Month-to-month,No,January,0
1436,Bank Transfer,Yes,Yes,0,1700000,3000,17,One year,No,January,0
1437,Bank Transfer,Yes,Yes,0,1300000,13000,46,One year,No,January,0
1438,Electronic Check,No,Yes,0,1400000,6000,3,Month-to-month,No,January,0
1439,Credit Card,No,Yes,0,1000000,4000,51,Month-to-month,No,January,0
1440,Electronic Check,No,Yes,0,1900000,13000,12,Month-to-month,No,January,0
1441,Mailed Check,No,Yes,0,1900000,5000,7,Month-to-month,No,January,0
1442,Credit Card,No,Yes,0,1500000,12000,27,Month-to-month,No,January,0
1443,Electronic Check,No,Yes,0,1000000,2000,4,Month-to-month,No,January,0
1444,Mailed Check,No,Yes,0,1600000,12000,5,Month-to-month,No,January,0
1445,Electronic Check,No,Yes,0,1100000,4000,31,Month-to-month,No,January,0
1446,Bank Transfer,No,Yes,0,1100000,11000,3,Month-to-month,No,January,0
1447,Bank Transfer,Yes,Yes,0,1300000,8000,70,Two years,Yes,January,0
1448,Mailed Check,No,Yes,0,1200000,9000,4,Month-to-month,No,January,0
1449,Mailed Check,No,Yes,0,1400000,9000,3,Month-to-month,No,January,0
1450,Electronic Check,Yes,Yes,0,1900000,10000,51,One year,No,January,0
1451,Mailed Check,Yes,Yes,0,700000,6000,25,One year,No,January,0
1452,Electronic Check,No,Yes,0,900000,13000,9,Month-to-month,No,January,0
1453,Credit Card,No,Yes,0,1400000,4000,57,Month-to-month,No,January,0
1454,Electronic Check,No,Yes,0,1100000,2000,9,Month-to-month,No,January,0
1455,Credit Card,Yes,Yes,0,700000,3000,19,One year,No,January,0
1456,Mailed Check,No,Yes,0,1600000,11000,15,Month-to-month,No,January,0
1457,Electronic Check,No,Yes,0,700000,11000,26,Month-to-month,No,January,0
1458,Electronic Check,No,Yes,0,1500000,6000,58,Month-to-month,No,January,0
1459,Bank Transfer,No,Yes,0,1800000,7000,2,Month-to-month,No,January,0
1460,Bank Transfer,No,Yes,0,700000,7000,48,Month-to-month,No,January,0
1461,Electronic Check,No,Yes,0,900000,14000,33,Month-to-month,No,January,0
1462,Electronic Check,No,Yes,0,1300000,14000,2,Month-to-month,No,January,0
1463,Electronic Check,No,Yes,0,1700000,3000,2,Month-to-month,No,January,0
1464,Electronic Check,No,Yes,0,1300000,12000,1,Month-to-month,No,January,0
1465,Electronic Check,No,Yes,0,1200000,3000,53,Month-to-month,No,January,0
1466,Electronic Check,No,Yes,0,1400000,14000,5,Month-to-month,No,January,0
1467,Credit Card,No,Yes,0,1100000,4000,17,Month-to-month,No,January,0
1468,Electronic Check,No,Yes,0,900000,7000,27,Month-to-month,No,January,0
1469,Electronic Check,No,Yes,0,1800000,1000,52,Month-to-month,No,January,0
1470,Electronic Check,No,Yes,0,1500000,4000,1,Month-to-month,No,January,0
1471,Mailed Check,No,Yes,0,1100000,10000,25,Month-to-month,No,January,0
1472,Bank Transfer,No,Yes,0,1300000,4000,1,Month-to-month,No,January,0
1473,Electronic Check,No,Yes,0,1800000,5000,20,Month-to-month,No,January,0
1474,Electronic Check,No,Yes,0,1600000,1000,28,Month-to-month,No,January,0
1475,Electronic Check,Yes,Yes,0,1800000,4000,45,One year,No,January,0
1476,Electronic Check,No,Yes,0,700000,12000,13,Month-to-month,No,January,0
1477,Electronic Check,No,Yes,0,1700000,2000,31,Month-to-month,No,January,0
1478,Electronic Check,No,Yes,0,1700000,8000,1,Month-to-month,No,January,0
1479,Electronic Check,No,Yes,0,1400000,4000,24,Month-to-month,No,January,0
1480,Electronic Check,No,Yes,0,1600000,11000,34,Month-to-month,No,January,0
1481,Mailed Check,Yes,Yes,0,1200000,12000,44,One year,No,January,0
1482,Electronic Check,No,Yes,0,1900000,4000,4,Month-to-month,No,January,0
1483,Electronic Check,No,Yes,0,1900000,9000,19,Month-to-month,No,January,0
1484,Electronic Check,No,Yes,0,1700000,4000,1,Month-to-month,No,January,0
1485,Bank Transfer,No,Yes,0,800000,14000,2,Month-to-month,No,January,0
1486,Credit Card,No,Yes,0,1900000,4000,3,Month-to-month,No,January,0
1487,Mailed Check,No,Yes,0,800000,12000,4,Month-to-month,No,January,0
1488,Electronic Check,No,Yes,0,1500000,10000,2,Month-to-month,No,January,0
1489,Electronic Check,No,Yes,0,1700000,8000,18,Month-to-month,No,January,0
1490,Bank Transfer,No,Yes,0,1100000,14000,4,Month-to-month,No,January,0
1491,Bank Transfer,No,Yes,0,1600000,14000,41,Month-to-month,No,January,0
1492,Electronic Check,No,Yes,0,1900000,6000,8,Month-to-month,No,January,0
1493,Electronic Check,No,Yes,0,1600000,6000,22,Month-to-month,No,January,0
1494,Electronic Check,No,Yes,0,1100000,3000,1,Month-to-month,No,January,0
1495,Bank Transfer,Yes,Yes,0,1700000,14000,65,Two years,Yes,January,0
1496,Bank Transfer,No,Yes,0,800000,9000,8,Month-to-month,No,January,0
1497,Electronic Check,No,Yes,0,900000,4000,2,Month-to-month,No,January,0
1498,Electronic Check,No,Yes,0,900000,11000,16,Month-to-month,No,January,0
1499,Bank Transfer,No,Yes,0,1300000,7000,4,Month-to-month,No,January,0
1500,Electronic Check,No,Yes,0,1700000,3000,2,Month-to-month,No,January,0
1501,Bank Transfer,No,Yes,0,1700000,11000,12,Month-to-month,No,January,0
1502,Credit Card,No,Yes,0,1500000,12000,3,Month-to-month,No,January,0
1503,Credit Card,No,Yes,0,1900000,3000,4,Month-to-month,No,January,0
1504,Mailed Check,No,Yes,0,1300000,3000,12,Month-to-month,No,January,0
1505,Electronic Check,No,Yes,0,1700000,14000,1,Month-to-month,No,January,0
1506,Electronic Check,No,Yes,0,900000,12000,56,Month-to-month,No,January,0
1507,Electronic Check,No,Yes,0,1600000,3000,32,Month-to-month,No,January,0
1508,Electronic Check,No,Yes,0,1300000,8000,1,Month-to-month,No,January,0
1509,Bank Transfer,No,Yes,0,800000,7000,16,Month-to-month,No,January,0
1510,Credit Card,No,Yes,0,1600000,4000,2,Month-to-month,No,January,0
1511,Mailed Check,No,Yes,0,1200000,1000,1,Month-to-month,No,January,0
1512,Mailed Check,No,Yes,0,1400000,8000,12,Month-to-month,No,January,0
1513,Mailed Check,No,Yes,0,1400000,12000,25,Month-to-month,No,January,0
1514,Credit Card,No,Yes,0,1500000,12000,66,Month-to-month,No,January,0
1515,Electronic Check,No,Yes,0,700000,14000,5,Month-to-month,No,February,0
1516,Bank Transfer,No,Yes,0,1400000,8000,1,Month-to-month,No,February,0
1517,Mailed Check,No,Yes,0,1400000,7000,1,Month-to-month,No,February,0
1518,Electronic Check,No,Yes,0,1600000,14000,9,Month-to-month,No,February,0
1519,Electronic Check,No,Yes,0,700000,14000,49,Month-to-month,No,February,0
1520,Credit Card,Yes,Yes,0,1300000,1000,67,Two years,Yes,February,0
1521,Bank Transfer,Yes,Yes,0,800000,2000,68,One year,No,February,0
1522,Electronic Check,No,Yes,0,1500000,9000,1,Month-to-month,No,February,0
1523,Mailed Check,No,Yes,0,1800000,6000,1,Month-to-month,No,February,0
1524,Electronic Check,No,Yes,0,1500000,1000,1,Month-to-month,No,February,0
1525,Mailed Check,No,Yes,0,1300000,4000,5,Month-to-month,No,February,0
1526,Electronic Check,No,Yes,0,1500000,7000,1,Month-to-month,No,February,0
1527,Credit Card,No,Yes,0,1500000,7000,32,Month-to-month,No,February,0
1528,Mailed Check,No,Yes,0,1400000,13000,3,Month-to-month,No,February,0
1529,Credit Card,No,Yes,0,900000,6000,5,Month-to-month,No,February,0
1530,Electronic Check,No,Yes,0,900000,12000,48,Month-to-month,No,February,0
1531,Mailed Check,No,Yes,0,1600000,5000,2,Month-to-month,No,February,0
1532,Bank Transfer,No,Yes,0,1200000,13000,50,Month-to-month,No,February,0
1533,Mailed Check,No,Yes,0,900000,7000,1,Month-to-month,No,February,0
1534,Electronic Check,No,Yes,0,900000,8000,1,Month-to-month,No,February,0
1535,Bank Transfer,Yes,Yes,0,900000,11000,22,One year,No,February,0
1536,Electronic Check,No,Yes,0,1800000,1000,39,Month-to-month,No,February,0
1537,Mailed Check,No,Yes,0,800000,3000,1,Month-to-month,No,February,0
1538,Bank Transfer,No,Yes,0,1700000,4000,38,Month-to-month,No,February,0
1539,Electronic Check,No,Yes,0,1900000,2000,4,Month-to-month,No,February,0
1540,Electronic Check,No,Yes,0,900000,11000,11,Month-to-month,No,February,0
1541,Electronic Check,No,Yes,0,1900000,10000,2,Month-to-month,No,February,0
1542,Bank Transfer,No,Yes,0,2000000,5000,24,Month-to-month,No,February,0
1543,Electronic Check,No,Yes,0,1600000,6000,4,Month-to-month,No,February,0
