Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Gender,Age
2324,Bank Transfer,Yes,No,0,190,13000,65,One year,No,None,Female,19
2325,Bank Transfer,Yes,No,0,190,5000,50,One year,No,None,Male,45
2326,Mailed Check,No,No,0,130,4000,15,Month-to-month,No,None,Female,37
2327,Bank Transfer,Yes,No,0,90,14000,72,Two years,Yes,None,Female,20
2328,Bank Transfer,Yes,No,0,190,2000,72,Two years,Yes,None,Male,44
2329,Bank Transfer,Yes,No,0,110,7000,55,Two years,Yes,None,Male,53
2330,Credit Card,Yes,No,0,140,7000,23,Two years,Yes,None,Female,29
2331,Bank Transfer,Yes,No,0,110,9000,56,One year,No,None,Female,22
2332,Bank Transfer,No,No,0,150,2000,1,Month-to-month,No,None,Male,46
2333,Mailed Check,Yes,No,0,140,4000,38,One year,No,None,Female,44
2334,Electronic Check,No,No,0,170,11000,11,Month-to-month,No,None,Male,33
2335,Electronic Check,No,No,0,80,8000,1,Month-to-month,No,None,Male,41
2336,Electronic Check,Yes,No,0,80,10000,56,One year,No,None,Male,30
2337,Mailed Check,No,No,0,100,1000,3,Month-to-month,No,None,Male,40
2338,Credit Card,No,No,0,160,13000,7,Month-to-month,No,None,Male,50
2339,Credit Card,Yes,No,0,90,11000,59,Two years,Yes,None,Female,28
2340,Bank Transfer,No,No,0,90,2000,7,Month-to-month,No,None,Male,46
2341,Credit Card,Yes,No,0,170,10000,71,Two years,Yes,None,Male,35
2342,Electronic Check,Yes,No,0,80,1000,15,One year,No,None,Male,24
2343,Credit Card,Yes,No,0,100,6000,71,Two years,Yes,None,Female,33
2344,Credit Card,Yes,No,0,120,7000,11,One year,No,None,Female,36
2345,Credit Card,Yes,No,0,180,13000,60,Two years,Yes,None,Male,30
2346,Bank Transfer,Yes,No,0,110,7000,47,Two years,Yes,None,Male,44
2347,Credit Card,Yes,No,0,160,11000,11,One year,No,None,Male,20
2348,Electronic Check,No,No,0,160,2000,28,Month-to-month,No,None,Male,46
2349,Mailed Check,Yes,No,0,180,12000,61,Two years,Yes,None,Male,42
2350,Bank Transfer,Yes,No,0,180,10000,31,One year,No,None,Male,60
2351,Electronic Check,No,No,0,140,1000,9,Month-to-month,No,None,Male,32
2352,Electronic Check,No,No,0,120,10000,35,Month-to-month,No,None,Female,32
2353,Mailed Check,No,No,0,190,6000,2,Month-to-month,No,None,Female,36
2354,Mailed Check,No,No,0,160,9000,1,Month-to-month,No,None,Female,33
2355,Mailed Check,No,No,0,110,7000,3,Month-to-month,No,None,Male,40
2356,Credit Card,Yes,No,0,150,3000,52,Two years,Yes,None,Female,25
2357,Mailed Check,Yes,No,0,160,6000,5,One year,No,None,Male,30
2358,Electronic Check,Yes,No,0,140,7000,72,Two years,Yes,None,Male,42
2359,Electronic Check,Yes,No,0,130,9000,71,Two years,Yes,None,Female,35
2360,Credit Card,Yes,No,0,80,10000,72,Two years,Yes,None,Female,27
2361,Electronic Check,Yes,No,0,180,8000,46,One year,No,None,Male,54
2362,Credit Card,Yes,No,0,120,2000,63,Two years,Yes,None,Female,44
2363,Credit Card,No,No,0,160,6000,30,Month-to-month,No,None,Female,19
2364,Mailed Check,No,No,0,160,11000,1,Month-to-month,No,None,Female,29
2365,Mailed Check,Yes,No,0,80,5000,16,Two years,Yes,None,Female,54
2366,Mailed Check,No,No,0,100,2000,4,Month-to-month,No,None,Male,31
2367,Credit Card,Yes,No,0,70,8000,51,One year,No,None,Male,31
2368,Credit Card,Yes,No,0,140,3000,65,Two years,Yes,None,Female,59
2369,Credit Card,No,No,0,160,3000,16,Month-to-month,No,None,Female,43
2370,Bank Transfer,Yes,No,0,120,13000,66,One year,No,None,Male,49
2371,Electronic Check,Yes,No,0,80,8000,46,Two years,Yes,None,Male,36
2372,Bank Transfer,Yes,No,0,130,11000,32,One year,No,None,Male,48
2373,Credit Card,Yes,No,0,90,3000,72,Two years,Yes,None,Male,27
2374,Credit Card,Yes,No,0,90,11000,38,Two years,Yes,None,Male,29
2375,Credit Card,Yes,No,0,170,3000,51,One year,No,None,Male,48
2376,Bank Transfer,Yes,No,0,80,4000,72,Two years,Yes,None,Male,29
2377,Mailed Check,Yes,No,0,90,13000,66,Two years,Yes,None,Female,34
2378,Credit Card,Yes,No,0,120,10000,44,One year,No,None,Female,44
2379,Bank Transfer,Yes,No,0,160,12000,50,Two years,Yes,None,Male,33
2380,Mailed Check,No,No,0,110,12000,15,Month-to-month,No,None,Male,19
2381,Credit Card,No,No,0,150,10000,8,Month-to-month,No,None,Female,23
2382,Credit Card,Yes,No,0,100,6000,66,One year,No,None,Male,25
2383,Bank Transfer,No,No,0,90,3000,57,Month-to-month,No,None,Male,26
2384,Bank Transfer,No,No,0,120,12000,7,Month-to-month,No,None,Male,45
2385,Bank Transfer,No,No,0,170,9000,10,Month-to-month,No,None,Female,55
2386,Electronic Check,Yes,No,0,80,14000,62,One year,No,None,Male,21
2387,Electronic Check,Yes,No,0,70,14000,40,One year,No,None,Female,46
2388,Mailed Check,Yes,No,0,180,5000,20,Two years,Yes,None,Female,34
2389,Electronic Check,No,No,0,150,8000,25,Month-to-month,No,None,Female,51
2390,Electronic Check,No,No,0,100,9000,23,Month-to-month,No,None,Male,59
2391,Credit Card,Yes,No,0,170,12000,66,One year,No,None,Male,34
2392,Electronic Check,Yes,No,0,80,3000,72,Two years,Yes,None,Female,28
2393,Bank Transfer,No,No,0,130,5000,46,Month-to-month,No,None,Male,44
2394,Credit Card,Yes,No,0,160,9000,72,Two years,Yes,None,Male,34
2395,Mailed Check,Yes,No,0,110,14000,10,One year,No,None,Male,35
2396,Bank Transfer,Yes,No,0,150,14000,40,One year,No,None,Male,42
2397,Bank Transfer,Yes,No,0,140,7000,31,Two years,Yes,None,Female,43
2398,Credit Card,Yes,No,0,150,8000,68,Two years,Yes,None,Female,36
2399,Bank Transfer,Yes,No,0,90,8000,68,Two years,Yes,None,Female,44
2400,Bank Transfer,Yes,No,0,180,6000,49,One year,No,None,Female,28
2401,Electronic Check,No,No,0,160,7000,15,Month-to-month,No,None,Male,51
2402,Electronic Check,Yes,No,0,130,11000,50,One year,No,None,Female,30
2403,Credit Card,No,No,0,90,8000,24,Month-to-month,No,None,Female,29
2404,Mailed Check,Yes,No,0,130,13000,35,Two years,Yes,None,Female,28
2405,Mailed Check,No,No,0,110,3000,17,Month-to-month,No,None,Male,25
2406,Credit Card,No,No,0,130,3000,10,Month-to-month,No,None,Female,32
2407,Credit Card,Yes,No,0,150,11000,68,Two years,Yes,None,Male,45
2408,Bank Transfer,Yes,No,0,130,11000,45,One year,No,None,Female,39
2409,Bank Transfer,No,No,0,160,6000,37,Month-to-month,No,None,Female,58
2410,Mailed Check,No,No,0,170,7000,10,Month-to-month,No,None,Male,32
2411,Mailed Check,No,No,0,180,9000,1,Month-to-month,No,None,Male,39
2412,Mailed Check,Yes,No,0,180,13000,65,Two years,Yes,None,Male,30
2413,Bank Transfer,Yes,No,0,70,11000,57,Two years,Yes,None,Female,36
2414,Mailed Check,No,No,0,80,10000,3,Month-to-month,No,None,Female,46
2415,Bank Transfer,No,No,0,80,10000,49,Month-to-month,No,None,Female,28
2416,Bank Transfer,Yes,No,0,70,7000,70,Two years,Yes,None,Female,50
2417,Bank Transfer,Yes,No,0,160,2000,53,One year,No,None,Female,40
2418,Credit Card,Yes,No,0,190,1000,53,Two years,Yes,None,Male,52
2419,Credit Card,No,No,0,110,4000,22,Month-to-month,No,None,Male,30
2420,Electronic Check,Yes,No,0,110,2000,65,Two years,Yes,None,Female,39
2421,Bank Transfer,Yes,No,0,190,10000,48,One year,No,None,Male,31
2422,Mailed Check,No,No,0,140,14000,3,Month-to-month,No,None,Female,41
2423,Bank Transfer,No,No,0,70,8000,45,Month-to-month,No,None,Male,31
2424,Bank Transfer,Yes,No,0,140,4000,61,Two years,Yes,None,Female,44
2425,Credit Card,No,No,0,110,6000,3,Month-to-month,No,None,Male,42
2426,Credit Card,Yes,No,0,70,9000,40,One year,No,None,Male,55
2427,Mailed Check,No,No,0,110,12000,1,Month-to-month,No,None,Female,56
2428,Electronic Check,No,No,0,100,8000,1,Month-to-month,No,None,Male,40
2429,Bank Transfer,Yes,No,0,120,1000,51,One year,No,None,Male,34
2430,Mailed Check,Yes,No,0,180,1000,52,One year,No,None,Male,40
2431,Bank Transfer,No,No,0,70,4000,51,Month-to-month,No,None,Male,41
2432,Mailed Check,No,No,0,180,7000,1,Month-to-month,No,None,Female,35
2433,Bank Transfer,Yes,No,0,190,1000,31,One year,No,None,Male,51
2434,Credit Card,Yes,No,0,70,12000,47,One year,No,None,Male,38
2435,Mailed Check,Yes,No,0,100,7000,22,One year,No,None,Female,34
2436,Mailed Check,No,No,0,90,12000,1,Month-to-month,No,None,Female,25
2437,Bank Transfer,Yes,No,0,170,12000,72,Two years,Yes,None,Male,58
2438,Bank Transfer,Yes,No,0,90,13000,47,One year,No,None,Female,40
2439,Credit Card,Yes,No,0,160,6000,72,Two years,Yes,None,Male,36
2440,Bank Transfer,Yes,No,0,110,9000,66,Two years,Yes,None,Female,48
2441,Electronic Check,No,No,0,110,5000,35,Month-to-month,No,None,Male,27
2442,Electronic Check,No,No,0,80,6000,29,Month-to-month,No,None,Female,51
2443,Mailed Check,No,No,0,120,2000,2,Month-to-month,No,None,Female,18
2444,Mailed Check,No,No,0,90,14000,4,Month-to-month,No,None,Female,35
2445,Mailed Check,Yes,No,0,70,9000,65,Two years,Yes,None,Female,27
2446,Bank Transfer,Yes,No,0,80,6000,27,One year,No,None,Male,55
2447,Credit Card,No,No,0,130,1000,29,Month-to-month,No,None,Male,56
2448,Credit Card,No,No,0,140,4000,29,Month-to-month,No,None,Male,34
2449,Mailed Check,No,No,0,170,13000,20,Month-to-month,No,None,Female,40
2450,Credit Card,Yes,No,0,120,6000,58,Two years,Yes,None,Female,34
2451,Mailed Check,No,No,0,90,5000,14,Month-to-month,No,None,Male,31
2452,Mailed Check,Yes,No,0,140,8000,72,Two years,Yes,None,Female,35
2453,Credit Card,No,No,0,160,7000,46,Month-to-month,No,None,Female,38
2454,Bank Transfer,Yes,No,0,140,5000,71,Two years,Yes,None,Male,34
2455,Bank Transfer,No,No,0,120,8000,32,Month-to-month,No,None,Female,28
2456,Credit Card,No,No,0,80,3000,26,Month-to-month,No,None,Male,31
2457,Credit Card,No,No,0,120,13000,68,Month-to-month,No,None,Male,39
2458,Mailed Check,Yes,No,0,70,9000,2,One year,No,None,Male,51
2459,Credit Card,Yes,No,0,120,10000,61,Two years,Yes,None,Male,41
2460,Mailed Check,No,No,0,140,2000,9,Month-to-month,No,None,Female,37
2461,Mailed Check,Yes,No,0,140,9000,22,Two years,Yes,None,Male,33
2462,Electronic Check,No,No,0,80,12000,5,Month-to-month,No,None,Male,32
2463,Credit Card,Yes,No,0,80,9000,65,Two years,Yes,None,Male,39
2464,Mailed Check,No,No,0,190,13000,5,Month-to-month,No,None,Male,25
2465,Electronic Check,No,No,0,160,2000,25,Month-to-month,No,None,Male,52
2466,Bank Transfer,Yes,No,0,180,10000,72,Two years,Yes,None,Female,43
2467,Bank Transfer,No,No,0,100,3000,27,Month-to-month,No,None,Female,27
2468,Credit Card,Yes,No,0,190,14000,30,One year,No,None,Female,27
2469,Credit Card,Yes,No,0,80,3000,70,Two years,Yes,None,Female,26
2470,Bank Transfer,No,No,0,160,7000,42,Month-to-month,No,None,Male,42
2471,Bank Transfer,Yes,No,0,100,14000,72,Two years,Yes,None,Female,52
2472,Mailed Check,Yes,No,0,120,12000,47,Two years,Yes,None,Female,37
2473,Electronic Check,No,No,0,70,12000,2,Month-to-month,No,None,Female,35
2474,Mailed Check,Yes,No,0,150,7000,61,Two years,Yes,None,Male,25
2475,Credit Card,No,No,0,160,14000,5,Month-to-month,No,None,Male,26
2476,Credit Card,Yes,No,0,170,7000,72,Two years,Yes,None,Male,29
2477,Bank Transfer,Yes,No,0,160,4000,72,Two years,Yes,None,Male,49
2478,Mailed Check,No,No,0,170,9000,3,Month-to-month,No,None,Male,29
2479,Mailed Check,Yes,No,0,160,14000,48,Two years,Yes,None,Female,54
2480,Credit Card,Yes,No,0,170,2000,63,One year,No,None,Female,58
2481,Mailed Check,No,No,0,170,11000,27,Month-to-month,No,None,Female,55
2482,Credit Card,Yes,No,0,100,4000,70,Two years,Yes,None,Male,36
2483,Credit Card,No,No,0,120,9000,7,Month-to-month,No,None,Female,31
2484,Electronic Check,No,No,0,70,7000,2,Month-to-month,No,None,Female,30
2485,Bank Transfer,Yes,No,0,130,4000,66,Two years,Yes,None,Female,31
2486,Mailed Check,No,No,0,110,2000,3,Month-to-month,No,None,Female,34
2487,Bank Transfer,Yes,No,0,160,13000,72,Two years,Yes,None,Male,31
2488,Mailed Check,No,No,0,150,4000,1,Month-to-month,No,None,Female,27
2489,Bank Transfer,Yes,No,0,130,12000,72,Two years,Yes,None,Male,36
2490,Mailed Check,Yes,No,0,150,3000,65,Two years,Yes,None,Male,36
2491,Mailed Check,No,No,0,190,13000,11,Month-to-month,No,None,Female,47
2492,Mailed Check,No,No,0,140,8000,22,Month-to-month,No,None,Male,25
2493,Bank Transfer,Yes,No,0,170,1000,14,One year,No,None,Male,37
2494,Electronic Check,No,No,0,130,10000,41,Month-to-month,No,None,Male,56
2495,Mailed Check,Yes,No,0,100,6000,17,One year,No,None,Female,47
2496,Credit Card,No,No,0,180,4000,11,Month-to-month,No,None,Female,24
2497,Credit Card,Yes,No,0,130,14000,72,Two years,Yes,None,Female,32
2498,Mailed Check,No,No,0,130,7000,3,Month-to-month,No,None,Male,34
2499,Credit Card,Yes,No,0,190,8000,59,One year,No,None,Female,41
2500,Credit Card,Yes,No,0,70,11000,71,Two years,Yes,None,Male,40
2501,Mailed Check,No,No,0,90,9000,5,Month-to-month,No,None,Male,31
2502,Credit Card,No,No,0,190,9000,27,Month-to-month,No,None,Male,46
2503,Bank Transfer,Yes,No,0,190,2000,63,One year,No,None,Male,39
2504,Bank Transfer,Yes,No,0,190,13000,72,Two years,Yes,None,Female,31
2505,Bank Transfer,No,No,0,80,11000,34,Month-to-month,No,None,Female,45
2506,Electronic Check,Yes,No,0,70,14000,24,One year,No,None,Male,31
2507,Bank Transfer,Yes,No,0,140,3000,72,Two years,Yes,None,Female,31
2508,Credit Card,Yes,No,0,150,9000,60,Two years,Yes,None,Male,45
2509,Credit Card,Yes,No,0,130,8000,68,One year,No,None,Male,48
2510,Mailed Check,Yes,No,0,70,7000,8,Two years,Yes,None,Male,34
2511,Credit Card,Yes,No,0,130,5000,34,Two years,Yes,None,Female,40
2512,Credit Card,No,No,0,190,14000,6,Month-to-month,No,None,Male,28
2513,Mailed Check,No,No,0,100,3000,2,Month-to-month,No,None,Male,44
2514,Credit Card,Yes,No,0,90,3000,31,One year,No,None,Male,53
2515,Bank Transfer,No,No,0,150,12000,20,Month-to-month,No,None,Male,49
2516,Electronic Check,No,No,0,180,6000,1,Month-to-month,No,None,Male,40
2517,Credit Card,No,No,0,130,2000,6,Month-to-month,No,None,Male,44
2518,Credit Card,Yes,No,0,130,10000,69,Two years,Yes,None,Male,33
2519,Electronic Check,No,No,0,120,5000,64,Month-to-month,No,None,Male,34
2520,Mailed Check,No,No,0,90,9000,25,Month-to-month,No,None,Male,30
2521,Credit Card,Yes,No,0,180,3000,6,Two years,Yes,None,Male,42
2522,Bank Transfer,Yes,No,0,140,5000,66,One year,No,None,Female,44
2523,Electronic Check,No,No,0,140,5000,43,Month-to-month,No,None,Female,30
2524,Mailed Check,No,No,0,120,11000,12,Month-to-month,No,None,Male,57
2525,Bank Transfer,No,No,0,170,13000,23,Month-to-month,No,None,Male,49
2526,Bank Transfer,No,No,0,180,4000,71,Month-to-month,No,None,Male,34
2527,Mailed Check,No,No,0,140,11000,34,Month-to-month,No,None,Male,28
2528,Mailed Check,Yes,No,0,170,2000,41,One year,No,None,Male,29
2529,Credit Card,Yes,No,0,130,11000,72,Two years,Yes,None,Female,34
2530,Electronic Check,No,No,0,120,7000,14,Month-to-month,No,None,Female,35
2531,Mailed Check,Yes,No,0,130,3000,41,Two years,Yes,None,Male,24
2532,Credit Card,Yes,No,0,130,9000,23,One year,No,None,Male,24
2533,Credit Card,Yes,No,0,160,2000,71,Two years,Yes,None,Female,44
2534,Mailed Check,Yes,No,0,100,7000,72,Two years,Yes,None,Male,29
2535,Electronic Check,No,No,0,100,5000,6,Month-to-month,No,None,Male,30
2536,Credit Card,Yes,No,0,100,2000,23,One year,No,None,Male,55
2537,Electronic Check,Yes,No,0,120,3000,72,Two years,Yes,None,Male,33
2538,Bank Transfer,No,No,0,110,9000,7,Month-to-month,No,None,Female,47
2539,Electronic Check,No,No,0,190,2000,9,Month-to-month,No,None,Female,28
2540,Electronic Check,No,No,0,100,8000,12,Month-to-month,No,None,Male,28
2541,Mailed Check,No,No,0,180,3000,1,Month-to-month,No,None,Male,28
2542,Bank Transfer,Yes,No,0,120,9000,48,One year,No,None,Male,49
2543,Electronic Check,No,No,0,160,1000,20,Month-to-month,No,None,Female,29
2544,Mailed Check,Yes,No,0,80,8000,10,One year,No,None,Female,28
2545,Mailed Check,No,No,0,100,2000,20,Month-to-month,No,None,Male,33
2546,Mailed Check,Yes,No,0,90,14000,20,One year,No,None,Male,32
2547,Mailed Check,Yes,No,0,120,13000,19,One year,No,None,Male,54
2548,Electronic Check,No,No,0,120,1000,22,Month-to-month,No,None,Female,29
2549,Credit Card,No,No,0,110,7000,35,Month-to-month,No,None,Male,44
2550,Mailed Check,No,No,0,120,11000,1,Month-to-month,No,None,Male,39
2551,Credit Card,No,No,0,180,7000,39,Month-to-month,No,None,Female,46
2552,Electronic Check,Yes,No,0,140,2000,54,One year,No,None,Female,35
2553,Mailed Check,No,No,0,150,7000,56,Month-to-month,No,None,Female,23
2554,Credit Card,No,No,0,130,8000,18,Month-to-month,No,None,Male,40
2555,Credit Card,No,No,0,140,10000,16,Month-to-month,No,None,Male,34
2556,Credit Card,Yes,No,0,80,8000,68,One year,No,None,Male,31
2557,Credit Card,Yes,No,0,120,2000,53,Two years,Yes,None,Female,50
2558,Credit Card,Yes,No,0,170,1000,72,Two years,Yes,None,Male,34
2559,Electronic Check,No,No,0,110,10000,9,Month-to-month,No,None,Male,42
2560,Mailed Check,No,No,0,110,11000,30,Month-to-month,No,None,Male,37
2561,Electronic Check,No,No,0,70,10000,18,Month-to-month,No,None,Male,29
2562,Electronic Check,Yes,No,0,160,6000,55,One year,No,None,Female,33
2563,Bank Transfer,Yes,No,0,160,14000,33,One year,No,None,Male,45
2564,Bank Transfer,Yes,No,0,80,12000,44,Two years,Yes,None,Male,42
2565,Bank Transfer,No,No,0,160,3000,30,Month-to-month,No,None,Male,40
2566,Bank Transfer,Yes,No,0,90,10000,71,Two years,Yes,None,Male,33
2567,Credit Card,No,No,0,110,14000,1,Month-to-month,No,None,Male,40
2568,Electronic Check,No,No,0,130,14000,23,Month-to-month,No,None,Male,24
2569,Credit Card,Yes,No,0,80,11000,22,One year,No,None,Male,40
2570,Credit Card,Yes,No,0,70,4000,49,One year,No,None,Male,45
2571,Electronic Check,No,No,0,180,5000,42,Month-to-month,No,None,Male,35
2572,Mailed Check,Yes,No,0,150,14000,7,Two years,Yes,None,Female,32
2573,Bank Transfer,Yes,No,0,120,1000,67,One year,No,None,Female,36
2574,Electronic Check,No,No,0,130,4000,15,Month-to-month,No,None,Male,48
2575,Electronic Check,Yes,No,0,160,5000,67,Two years,Yes,None,Female,29
2576,Mailed Check,Yes,No,0,80,2000,53,Two years,Yes,None,Male,33
2577,Mailed Check,Yes,No,0,140,5000,21,One year,No,None,Male,30
2578,Mailed Check,No,No,0,180,2000,40,Month-to-month,No,None,Male,38
2579,Electronic Check,No,No,0,110,8000,39,Month-to-month,No,None,Male,35
2580,Mailed Check,No,No,0,150,6000,2,Month-to-month,No,None,Male,30
2581,Bank Transfer,Yes,No,0,110,7000,57,Two years,Yes,None,Male,35
2582,Electronic Check,No,No,0,110,11000,8,Month-to-month,No,None,Female,53
2583,Mailed Check,No,No,0,190,3000,7,Month-to-month,No,None,Female,38
2584,Bank Transfer,Yes,No,0,140,8000,49,Two years,Yes,None,Male,32
2585,Electronic Check,Yes,No,0,120,10000,65,One year,No,None,Male,48
2586,Bank Transfer,Yes,No,0,190,3000,55,One year,No,None,Female,34
2587,Bank Transfer,Yes,No,0,150,4000,71,Two years,Yes,None,Male,55
2588,Mailed Check,No,No,0,70,11000,35,Month-to-month,No,None,Male,34
2589,Bank Transfer,No,No,0,150,9000,17,Month-to-month,No,None,Male,26
2590,Credit Card,Yes,No,0,140,1000,72,Two years,Yes,None,Female,38
2591,Bank Transfer,Yes,No,0,150,3000,28,One year,No,None,Male,38
2592,Mailed Check,Yes,No,0,150,14000,18,Two years,Yes,None,Female,36
2593,Electronic Check,No,No,0,70,7000,52,Month-to-month,No,None,Female,29
2594,Bank Transfer,No,No,0,80,3000,47,Month-to-month,No,None,Male,35
2595,Credit Card,No,No,0,140,10000,23,Month-to-month,No,None,Female,39
2596,Mailed Check,Yes,No,0,130,13000,66,Two years,Yes,None,Male,29
2597,Electronic Check,No,No,0,140,11000,8,Month-to-month,No,None,Male,50
2598,Credit Card,Yes,No,0,160,11000,71,Two years,Yes,None,Male,23
2599,Electronic Check,No,No,0,100,1000,50,Month-to-month,No,None,Male,36
2600,Mailed Check,Yes,No,0,180,12000,46,Two years,Yes,None,Male,42
2601,Bank Transfer,Yes,No,0,130,13000,66,Two years,Yes,None,Male,35
2602,Credit Card,No,No,0,180,14000,42,Month-to-month,No,None,Male,34
2603,Mailed Check,No,No,0,140,11000,5,Month-to-month,No,None,Male,40
2604,Credit Card,Yes,No,0,150,4000,29,One year,No,None,Female,43
2605,Mailed Check,No,No,0,150,6000,27,Month-to-month,No,None,Male,35
2606,Mailed Check,Yes,No,0,190,14000,25,Two years,Yes,None,Male,46
2607,Electronic Check,No,No,0,160,2000,57,Month-to-month,No,None,Male,28
2608,Electronic Check,No,No,0,110,12000,47,Month-to-month,No,None,Male,22
2609,Mailed Check,No,No,0,160,3000,13,Month-to-month,No,None,Female,50
2610,Electronic Check,Yes,No,0,80,5000,71,One year,No,None,Male,32
2611,Electronic Check,No,No,0,80,12000,1,Month-to-month,No,None,Female,44
2612,Mailed Check,No,No,0,160,4000,2,Month-to-month,No,None,Female,30
