PaperlessBilling,MultipleLines,Set,gender,InternetService,SeniorCitizen,MonthlyCharges,TotalCharges,tenure,Churn,Contract,customerID,Dependents,DeviceProtection,OnlineBackup,OnlineSecurity,Partner,PaymentMethod,PhoneService,StreamingMovies,StreamingTV,TechSupport
Yes,No,Test,Male,Fiber optic,0,85.35,4338.60,52,Yes,Month-to-month,4143-HHPMK,No,No,Yes,No,No,Electronic check,Yes,Yes,No,No
No,No,Train,Male,No,0,19.45,1378.45,71,No,Two year,3279-DYZQM,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,DSL,0,45.95,45.95,1,Yes,Month-to-month,7054-LGEQW,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,No phone service,Train,Female,DSL,1,50.50,2566.30,52,No,Month-to-month,0523-VNGTF,No,Yes,Yes,No,No,Electronic check,No,No,Yes,Yes
No,Yes,Train,Male,No,0,25.10,171.00,6,No,One year,9575-IWCAZ,No,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,DSL,1,60.70,1597.40,26,No,One year,7105-MXJLL,No,Yes,No,No,Yes,Mailed check,Yes,Yes,No,No
Yes,Yes,Train,Male,Fiber optic,1,99.00,4744.35,48,No,One year,7064-FRRSW,No,No,Yes,No,No,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Female,Fiber optic,0,104.40,6721.60,64,No,One year,7940-UQQUG,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,No,Train,Female,Fiber optic,0,83.75,247.25,3,Yes,Month-to-month,0923-PNFUB,No,No,Yes,No,No,Electronic check,Yes,No,Yes,No
Yes,No,Train,Male,DSL,0,44.05,44.05,1,No,Month-to-month,3961-SXAXY,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No
No,Yes,Train,Male,No,0,24.10,1734.65,72,No,Two year,7010-BRBUU,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Test,Male,DSL,0,45.55,45.55,1,No,Month-to-month,3566-HJGPK,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,93.80,4539.35,51,No,Month-to-month,3062-ICYZQ,Yes,No,Yes,Yes,Yes,Electronic check,Yes,Yes,No,No
No,No,Train,Female,No,0,19.70,804.25,41,No,Two year,9938-PRCVK,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,DSL,0,70.65,5011.15,72,No,Two year,0973-KYVNF,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,No
No,Yes,Test,Female,DSL,0,86.45,3574.50,43,No,Two year,5129-HHMZC,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Train,Male,Fiber optic,0,114.10,8086.40,72,No,Two year,9637-CDTKZ,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Train,Male,Fiber optic,0,95.20,4563.00,47,No,One year,3946-JEWRQ,No,No,No,No,Yes,Credit card (automatic),Yes,Yes,Yes,No
No,Yes,Train,Male,DSL,0,88.55,6362.35,72,No,Two year,7873-CVMAW,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Male,No,0,20.75,67.10,3,No,Month-to-month,0463-WZZKO,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,Fiber optic,0,70.05,70.05,1,Yes,Month-to-month,3494-JCHRQ,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,86.00,165.45,2,Yes,Month-to-month,6474-FVJLC,No,No,No,No,No,Electronic check,Yes,Yes,No,No
Yes,No phone service,Train,Male,DSL,0,44.65,1156.55,26,No,Month-to-month,4524-QCSSM,No,No,Yes,Yes,No,Bank transfer (automatic),No,Yes,No,No
Yes,No,Train,Male,DSL,0,60.20,1834.15,29,No,Month-to-month,5832-EXGTT,Yes,No,No,Yes,Yes,Mailed check,Yes,Yes,No,No
Yes,Yes,Test,Female,Fiber optic,1,100.50,3653.35,35,Yes,Month-to-month,8840-DQLGN,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes
No,No,Test,Male,DSL,0,55.45,1477.65,27,No,One year,2039-JONDJ,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No
Yes,No,Train,Male,DSL,0,70.30,1706.45,24,No,Month-to-month,7217-JYHOQ,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,No,Yes
Yes,No,Test,Male,DSL,0,60.40,3953.70,67,No,Two year,6695-FRVEC,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes
No,Yes,Train,Female,Fiber optic,0,72.65,1194.30,16,Yes,Month-to-month,4547-LYTDD,No,No,No,No,No,Electronic check,Yes,No,No,No
No,No,Train,Female,DSL,0,55.80,1327.85,23,No,One year,9894-QMIMJ,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,No,No,No
Yes,No phone service,Train,Male,DSL,0,31.10,419.70,14,No,Month-to-month,8069-YQQAJ,No,No,Yes,No,No,Mailed check,No,No,No,No
Yes,No,Train,Female,No,0,21.00,21.00,1,Yes,Month-to-month,6770-XUAGN,Yes,No internet service,No internet service,No internet service,Yes,Electronic check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,DSL,1,45.10,45.10,1,Yes,Month-to-month,4193-ORFCL,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,No phone service,Test,Male,DSL,1,50.95,207.35,4,No,Month-to-month,1636-NTNCO,No,No,Yes,No,No,Credit card (automatic),No,Yes,Yes,No
Yes,Yes,Train,Male,DSL,0,69.10,1083.70,16,No,Month-to-month,3466-WAESX,Yes,No,Yes,Yes,No,Electronic check,Yes,Yes,No,No
Yes,No phone service,Train,Female,DSL,0,43.95,2007.85,46,No,Month-to-month,9281-PKKZE,No,No,No,No,Yes,Electronic check,No,Yes,Yes,No
Yes,Yes,Train,Male,DSL,0,86.50,5882.75,68,No,Two year,3638-VBZTA,Yes,No,Yes,Yes,No,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,Yes,Train,Male,DSL,0,69.95,2657.55,38,No,Month-to-month,7459-IMVYU,No,Yes,Yes,Yes,No,Electronic check,Yes,No,No,Yes
Yes,No,Test,Male,DSL,1,50.40,1527.50,30,Yes,Month-to-month,7776-QWNFX,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No
No,No,Train,Female,Fiber optic,1,78.95,378.40,5,Yes,Month-to-month,6689-TCZHQ,No,No,No,No,No,Electronic check,Yes,Yes,No,No
Yes,No,Train,Male,Fiber optic,0,90.95,1612.20,17,No,Month-to-month,8563-OYMQY,No,Yes,Yes,No,No,Credit card (automatic),Yes,Yes,No,No
No,No,Train,Male,No,0,19.90,76.65,4,No,Two year,0754-EEBDC,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,No,0,20.15,260.70,12,No,One year,5777-ZPQNC,No,No internet service,No internet service,No internet service,No,Electronic check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,DSL,0,90.60,6441.85,72,No,Two year,1951-IEYXM,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Male,Fiber optic,0,92.00,266.80,3,No,Month-to-month,3318-NMQXL,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,0,94.45,5124.60,56,Yes,Month-to-month,3143-ILDAL,No,No,Yes,No,No,Electronic check,Yes,Yes,No,Yes
Yes,Yes,Test,Female,No,0,24.85,962.25,41,No,One year,1022-RKXDR,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No phone service,Train,Male,DSL,0,36.00,1382.90,40,No,One year,2361-FJWNO,No,No,Yes,No,No,Credit card (automatic),No,No,No,Yes
Yes,No,Test,Female,DSL,0,78.50,571.05,7,No,Month-to-month,2272-UOINI,No,No,Yes,Yes,No,Electronic check,Yes,Yes,Yes,Yes
No,No,Train,Male,No,0,19.95,1399.35,69,No,Two year,8232-UTFOZ,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Male,No,0,20.65,150.00,7,No,One year,3750-YHRYO,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No phone service,Test,Female,DSL,0,30.50,167.20,5,No,Month-to-month,6637-KYRCV,Yes,No,Yes,No,Yes,Electronic check,No,No,No,No
No,Yes,Test,Female,Fiber optic,0,106.10,7657.40,72,No,Two year,5668-MEISB,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes
Yes,No,Test,Male,No,0,20.50,865.05,44,No,One year,0129-QMPDR,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Test,Female,Fiber optic,0,95.50,6153.85,65,No,One year,7188-CBBBA,No,Yes,Yes,No,No,Electronic check,Yes,No,Yes,No
No,Yes,Train,Female,DSL,0,64.60,174.20,3,No,Month-to-month,5356-CSVSQ,No,No,No,No,No,Electronic check,Yes,No,Yes,Yes
Yes,No,Train,Male,DSL,0,51.10,1269.60,24,No,Month-to-month,3221-CJMSG,No,No,No,No,No,Credit card (automatic),Yes,No,No,Yes
Yes,Yes,Train,Female,Fiber optic,0,84.80,3862.55,44,Yes,Month-to-month,4720-VSTSI,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,No,No,No
No,Yes,Train,Female,DSL,1,89.10,6352.40,72,No,Two year,3219-JQRSL,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
No,No,Test,Male,DSL,0,54.95,1348.50,24,No,Month-to-month,2801-NISEI,No,No,No,Yes,No,Electronic check,Yes,No,No,Yes
No,No,Train,Male,DSL,0,50.90,50.90,1,Yes,Month-to-month,3946-MHCZW,No,Yes,No,No,No,Mailed check,Yes,No,No,No
Yes,No,Train,Male,No,0,20.45,471.55,22,No,Month-to-month,4623-ZKHLY,No,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,DSL,0,85.95,5931.75,70,No,Two year,6732-VAILE,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
No,Yes,Train,Male,DSL,0,60.35,1404.65,25,No,Month-to-month,8201-AAXCB,Yes,No,No,No,Yes,Electronic check,Yes,No,Yes,No
No,No,Test,Male,No,0,19.80,726.10,37,No,Two year,7696-CFTAT,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,Fiber optic,1,85.35,1961.60,22,No,Month-to-month,1845-CSBRZ,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,No,Yes,No
Yes,Yes,Test,Female,DSL,0,72.10,4194.85,59,No,Two year,2123-VSCOT,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,No,Yes,Yes
Yes,Yes,Train,Male,Fiber optic,0,99.80,4872.45,49,Yes,Month-to-month,6651-AZVTJ,Yes,Yes,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,0,107.35,5118.95,47,Yes,Month-to-month,4566-GOLUK,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Female,No,0,19.55,658.95,31,Yes,Month-to-month,2484-DGXPZ,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,Fiber optic,0,81.05,81.05,1,No,Month-to-month,2018-QKYGT,Yes,No,No,No,Yes,Electronic check,Yes,Yes,No,No
Yes,No,Train,Male,No,0,20.50,76.95,3,No,Month-to-month,2792-VPPET,No,No internet service,No internet service,No internet service,No,Electronic check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,0,111.80,5809.75,53,No,One year,7409-JURKQ,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,No,Train,Male,No,0,20.20,20.20,1,No,Month-to-month,3247-MHJKM,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,No,0,19.70,415.90,20,No,One year,1964-SVLEA,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,0,79.10,246.50,3,Yes,Month-to-month,4587-NUKOX,No,No,Yes,Yes,No,Electronic check,Yes,No,No,No
Yes,No,Train,Female,No,0,19.85,996.95,51,No,One year,7297-DVYGA,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,DSL,0,60.50,3145.15,51,No,One year,2239-CGBUZ,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes
No,No,Test,Female,No,0,19.55,265.30,13,No,Two year,0854-UYHZD,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,No,0,20.90,20.90,1,No,Month-to-month,7243-LCGGZ,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,No,0,21.05,21.05,1,No,Month-to-month,8267-KFGYD,Yes,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Train,Male,DSL,0,71.50,4576.30,63,No,One year,4890-VMUAV,No,Yes,Yes,Yes,No,Electronic check,Yes,No,No,Yes
No,No,Train,Male,DSL,0,54.65,189.10,3,No,Month-to-month,9261-WDCAF,No,No,No,No,No,Mailed check,Yes,Yes,No,No
No,No,Train,Male,No,0,19.20,908.15,46,No,Two year,3764-MNMOI,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Test,Male,DSL,0,49.80,49.80,1,No,Month-to-month,7442-YGZFK,No,No,No,No,No,Credit card (automatic),Yes,No,No,No
No,No phone service,Train,Male,DSL,0,25.50,215.20,8,Yes,Month-to-month,0420-BWTPW,Yes,No,No,No,No,Mailed check,No,No,No,No
No,No,Train,Female,No,0,20.50,1500.95,71,No,Two year,8229-BUJHX,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,Fiber optic,0,90.40,5099.15,55,No,Month-to-month,7449-HVPIV,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,No,Yes,No
Yes,Yes,Test,Female,Fiber optic,0,90.25,6385.95,70,No,One year,5504-WSIUR,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,No,No,Yes
No,No,Test,Female,Fiber optic,0,80.75,159.45,2,Yes,Month-to-month,8183-ONMXC,No,No,No,No,No,Electronic check,Yes,Yes,No,No
No,Yes,Train,Male,Fiber optic,0,104.60,6885.75,67,No,Two year,8466-PZBLH,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Train,Male,Fiber optic,0,91.85,5940.85,65,Yes,Month-to-month,9614-RMGHA,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,Yes,No
No,No,Test,Male,DSL,0,50.20,668.85,14,No,Month-to-month,8735-IJJEG,No,Yes,No,No,Yes,Credit card (automatic),Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,95.50,1916.20,20,No,Month-to-month,0564-MUUQK,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,Yes,No,Yes
Yes,No,Train,Male,Fiber optic,0,75.35,75.35,1,Yes,Month-to-month,5054-IEXZT,Yes,No,Yes,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Test,Male,Fiber optic,0,75.45,75.45,1,Yes,Month-to-month,5834-ASPWA,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Test,Female,Fiber optic,0,95.40,4613.95,49,No,Month-to-month,0701-RFGFI,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Female,Fiber optic,0,101.30,7261.25,72,No,Two year,0019-EFAEP,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,No
No,Yes,Train,Female,DSL,0,53.10,2459.80,46,No,Month-to-month,5619-PTMIK,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,84.85,2048.80,24,No,Month-to-month,3737-XBQDD,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,No,No,No
No,No phone service,Test,Female,DSL,0,34.25,163.55,5,No,Month-to-month,5882-CMAZQ,Yes,No,Yes,No,Yes,Electronic check,No,No,No,Yes
No,Yes,Train,Female,Fiber optic,0,88.60,2888.70,33,No,Month-to-month,5846-QFDFI,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,No,Yes
Yes,Yes,Test,Female,DSL,0,60.15,2421.60,42,No,One year,4445-KWOKW,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No
Yes,No,Test,Male,Fiber optic,0,99.95,2292.75,23,No,One year,3511-APPBJ,No,Yes,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,No
No,No,Test,Male,Fiber optic,0,70.70,553.40,8,No,Month-to-month,7967-HYCDE,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No
Yes,No,Test,Male,DSL,0,54.80,3465.70,66,No,One year,2430-RRYUW,No,No,Yes,Yes,No,Mailed check,Yes,No,No,No
Yes,No,Train,Male,DSL,0,49.55,1210.40,24,Yes,Month-to-month,3948-XHGNA,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No
No,Yes,Train,Male,DSL,1,54.80,1291.30,24,No,Month-to-month,3723-BFBGR,No,No,Yes,No,No,Credit card (automatic),Yes,No,No,No
Yes,Yes,Test,Male,DSL,0,78.60,5356.45,69,Yes,One year,0565-IYCGT,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,Yes,No,Yes
Yes,No,Train,Female,Fiber optic,0,100.30,5200.80,53,No,One year,5447-WZAFP,No,Yes,Yes,No,No,Mailed check,Yes,Yes,Yes,No
No,No phone service,Train,Female,DSL,0,53.60,3237.05,60,No,Two year,5110-CHOPY,No,Yes,No,Yes,No,Electronic check,No,Yes,Yes,No
Yes,No,Train,Female,Fiber optic,0,81.10,576.65,7,Yes,Month-to-month,5445-UTODQ,No,No,No,No,Yes,Electronic check,Yes,No,Yes,No
Yes,No,Test,Female,No,0,19.35,433.75,20,No,One year,4425-OWHWB,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,Fiber optic,0,85.60,1868.40,23,No,Month-to-month,7892-QVYKW,Yes,No,No,No,Yes,Electronic check,Yes,Yes,No,No
Yes,No,Train,Male,DSL,0,80.80,5728.55,72,No,Two year,9675-ICXCT,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes
Yes,Yes,Test,Male,Fiber optic,0,74.95,825.70,11,Yes,Month-to-month,1024-VRZHF,No,No,No,No,Yes,Electronic check,Yes,No,No,No
No,No,Test,Male,No,0,19.60,390.40,21,No,Two year,4703-MQYKT,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,Fiber optic,1,93.55,93.55,1,Yes,Month-to-month,9497-QCMMS,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,1,90.70,2845.15,31,No,Month-to-month,5692-ICXLW,No,No,Yes,No,No,Electronic check,Yes,No,Yes,No
No,No,Train,Female,DSL,0,69.75,3894.40,57,No,Two year,0602-DDUML,No,Yes,Yes,No,No,Mailed check,Yes,No,Yes,Yes
Yes,No,Train,Female,No,0,20.00,886.40,45,No,Two year,2208-MPXIO,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,Fiber optic,0,95.25,1021.55,10,No,Month-to-month,1960-UYCNN,No,Yes,Yes,No,No,Electronic check,Yes,Yes,No,No
Yes,Yes,Train,Female,Fiber optic,0,102.10,5885.40,58,Yes,Month-to-month,0348-SDKOL,No,Yes,No,No,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
No,No,Test,Male,No,0,19.95,268.40,14,No,Month-to-month,3190-FZATL,Yes,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Train,Male,DSL,0,80.85,2204.35,27,No,One year,7336-RLLRH,No,No,No,Yes,Yes,Mailed check,Yes,Yes,Yes,Yes
Yes,Yes,Train,Female,Fiber optic,0,90.90,1259.00,14,Yes,Month-to-month,4373-MAVJG,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,No,No
No,No phone service,Train,Female,DSL,0,29.20,309.10,12,Yes,Month-to-month,8901-HJXTF,Yes,No,Yes,No,Yes,Mailed check,No,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,93.30,6398.05,69,No,Two year,7710-JSYOA,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,No,Yes
Yes,No,Test,Female,Fiber optic,0,89.15,2257.75,25,Yes,Month-to-month,5419-KLXBN,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,Yes,No
Yes,Yes,Train,Male,Fiber optic,1,108.85,6287.25,58,Yes,One year,3424-NMNBO,No,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,No
Yes,No phone service,Train,Female,DSL,0,46.35,1662.05,35,No,Two year,9885-MFVSU,Yes,No,No,Yes,Yes,Credit card (automatic),No,No,Yes,Yes
Yes,Yes,Test,Female,Fiber optic,1,84.75,1350.15,16,Yes,Month-to-month,4514-GFCFI,No,No,No,No,No,Electronic check,Yes,No,Yes,No
No,Yes,Train,Male,DSL,0,78.75,3600.65,45,No,One year,0607-MVMGC,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,Yes,No
Yes,No,Train,Female,Fiber optic,0,83.55,1329.15,17,No,Month-to-month,3365-SAIGS,No,No,Yes,No,No,Electronic check,Yes,No,Yes,No
Yes,No,Train,Female,DSL,0,45.70,45.70,1,Yes,Month-to-month,9828-AOQLM,Yes,No,No,No,Yes,Electronic check,Yes,No,No,No
No,No,Test,Male,No,0,19.60,422.50,22,No,One year,8022-BECSI,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,1,69.95,69.95,1,Yes,Month-to-month,8000-REIQB,No,No,No,No,No,Electronic check,Yes,No,No,No
No,No,Train,Male,DSL,0,67.85,4627.65,67,No,Two year,9993-LHIEB,Yes,Yes,No,Yes,Yes,Mailed check,Yes,Yes,No,Yes
Yes,Yes,Train,Female,Fiber optic,0,105.65,6717.90,67,No,Two year,0266-CLZKZ,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,No phone service,Train,Female,DSL,0,44.60,97.10,2,Yes,Month-to-month,7615-ESMYF,No,No,No,No,Yes,Electronic check,No,Yes,Yes,No
Yes,Yes,Test,Male,Fiber optic,0,74.95,1710.45,23,Yes,Month-to-month,3858-VOBET,No,No,No,No,No,Electronic check,Yes,No,No,No
No,No,Test,Female,Fiber optic,1,75.50,637.40,9,No,Month-to-month,7020-OZKXZ,No,Yes,No,No,No,Credit card (automatic),Yes,No,No,No
